id,birth date,job type,school level,domestic status,profession,domestic relationship type,ethnicity,gender,earned dividends,interest earned,monthly work,country of origin,target
27912,1992-12-23,private,secondary,single,secretarial,living with child,white and privileged,Female,0,0,160,u.s.,1
9151,1997-12-22,private,secondary,single,secretarial,not living with family,afro american,Female,0,1721,120,u.s.,1
28309,1993-12-23,private,college graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,160,u.s.,1
12162,1982-12-26,private,secondary,d,C-level,never married,white and privileged,Female,0,0,160,u.s.,0
10763,1989-12-24,private,entry level college,single,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
28757,1981-12-26,private,secondary,d,secretarial,never married,white and privileged,Female,0,0,160,u.s.,1
14195,1985-12-25,self-emp-not-inc,secondary,married 2,other,has husband,white and privileged,Female,0,0,20,unknown,1
31779,1970-12-29,private,advanced vocational,single,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
4234,1986-12-25,private,entry level college,spouse passed,C-level,never married,white and privileged,Female,0,0,120,u.s.,1
22778,1990-12-24,private,entry level college,d,vocational,never married,white and privileged,Female,0,0,160,u.s.,1
3320,1971-12-29,private,entry level college,single,secretarial,living with child,white and privileged,Female,0,0,160,u.s.,1
31094,2000-12-21,unknown,10th,single,unknown,living with child,afro american,Female,0,0,160,u.s.,1
23940,1991-12-24,private,college graduate,single,sales,not living with family,white and privileged,Female,0,0,220,u.s.,1
22309,1987-12-25,state-gov,entry level college,married 2,specialist technician,has husband,afro american,Female,0,0,160,u.s.,0
23156,1984-12-25,private,entry level college,d,secretarial,never married,afro american,Female,0,0,160,u.s.,1
15599,1986-12-25,private,secondary,d,C-level,never married,afro american,Female,0,0,160,u.s.,1
9579,1974-12-28,private,some post graduate,d,other,never married,white and privileged,Female,0,0,160,u.s.,1
4967,1973-12-28,self-emp-not-inc,some post graduate,married 2,C-level,has husband,white and privileged,Female,0,1902,240,u.s.,0
19134,2000-12-21,unknown,10th,single,unknown,living with child,white and privileged,Female,0,0,160,u.s.,1
18221,1969-12-29,private,basic vocational,d,other,living with child,white and privileged,Female,0,0,160,u.s.,1
8165,1975-12-28,private,secondary,divorce pending,secretarial,never married,white and privileged,Female,0,0,140,scotland,1
24795,1988-12-24,private,secondary,married 2,secretarial,has husband,afro american,Female,0,0,160,u.s.,1
32042,1985-12-25,private,basic vocational,single,technology support,never married,white and privileged,Female,0,0,240,u.s.,1
7047,1959-01-01,self-emp-inc,10th,spouse passed,C-level,never married,white and privileged,Female,0,2559,200,u.s.,0
4913,1994-12-23,private,college graduate,single,household labor,living with extende family,white and privileged,Female,0,0,160,cuba,1
15506,1981-12-26,private,entry level college,d,other,never married,white and privileged,Female,0,0,160,u.s.,1
8452,1946-01-04,private,secondary,spouse passed,estate employee,never married,white and privileged,Female,0,0,48,cuba,1
9745,1998-12-22,private,entry level college,single,other,living with child,white and privileged,Female,0,0,80,u.s.,1
9931,1997-12-22,federal-gov,entry level college,single,secretarial,living with extende family,white and privileged,Female,0,0,160,u.s.,1
29279,2000-12-21,local-gov,10th,single,other,living with child,white and privileged,Female,0,0,100,u.s.,1
19122,1975-12-28,federal-gov,secondary,d,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
26078,1998-12-22,private,entry level college,single,C-level,living with child,white and privileged,Female,0,0,112,u.s.,1
12380,1998-12-22,private,entry level college,single,sales,living with child,white and privileged,Female,0,0,100,u.s.,1
10715,1948-01-04,unknown,secondary,spouse passed,unknown,never married,white and privileged,Female,0,0,16,u.s.,1
12014,1976-12-27,local-gov,college graduate,d,defense contractor,never married,white and privileged,Female,0,0,160,u.s.,1
82,1971-12-29,private,secondary,married 2,other,has husband,white and privileged,Female,0,0,160,u.s.,1
29150,1998-12-22,private,entry level college,single,sales,living with child,white and privileged,Female,0,0,100,u.s.,1
16825,1979-12-27,private,secondary,d,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
9918,1987-12-25,private,secondary,d,vocational,not living with family,white and privileged,Female,0,0,160,u.s.,1
24938,1969-12-29,private,entry level college,d,specialist technician,never married,white and privileged,Female,0,0,80,u.s.,1
5585,1962-12-31,private,basic vocational,d,secretarial,never married,afro american,Female,0,0,160,u.s.,1
25810,1970-12-29,private,secondary 12,married not together,C-level,not living with family,white and privileged,Female,0,0,220,u.s.,1
13987,1997-12-22,private,entry level college,single,specialist technician,living with child,white and privileged,Female,0,0,8,u.s.,1
14995,1975-12-28,private,entry level college,d,secretarial,never married,white and privileged,Female,0,0,152,u.s.,1
2453,1993-12-23,self-emp-not-inc,secondary,married 2,secretarial,has husband,white and privileged,Female,0,0,160,u.s.,1
30586,1975-12-28,local-gov,advanced vocational,married 2,specialist technician,has husband,american indian,Female,0,0,160,u.s.,1
26895,1986-12-25,local-gov,entry level college,single,secretarial,not living with family,afro american,Female,0,0,160,u.s.,1
23085,1990-12-24,private,secondary,single,C-level,not living with family,white and privileged,Female,0,0,200,u.s.,1
30591,1996-12-22,private,secondary,d,sales,never married,american indian,Female,0,0,152,u.s.,1
3449,1986-12-25,local-gov,college graduate,single,C-level,not living with family,white and privileged,Female,0,0,200,u.s.,1
22712,1989-12-24,private,entry level college,single,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
12180,1991-12-24,private,college graduate,single,sales,not living with family,white and privileged,Female,0,0,160,u.s.,1
15882,1975-12-28,private,secondary,spouse passed,C-level,not living with family,afro american,Female,0,0,140,u.s.,1
760,1981-12-26,private,secondary,single,other,not living with family,white and privileged,Female,0,0,72,u.s.,1
27325,1984-12-25,private,basic vocational,divorce pending,defense contractor,not living with family,white and privileged,Female,0,0,160,u.s.,1
17663,1972-12-28,private,college graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,160,de,1
28438,1970-12-29,federal-gov,basic vocational,married 2,secretarial,has husband,white and privileged,Female,0,0,140,u.s.,1
26046,1981-12-26,private,advanced vocational,single,technology support,not living with family,white and privileged,Female,0,0,160,u.s.,1
2890,1977-12-27,private,secondary,married not together,other,living with child,white and privileged,Female,0,0,160,u.s.,1
32319,1963-12-31,private,secondary,spouse passed,sales,not living with family,white and privileged,Female,0,0,148,u.s.,1
12203,1991-12-24,private,entry level college,d,secretarial,not living with family,white and privileged,Female,0,0,160,u.s.,1
13381,1984-12-25,self-emp-not-inc,college graduate,single,sales,not living with family,white and privileged,Female,0,0,160,u.s.,1
25972,1991-12-24,private,college graduate,married 2,C-level,has husband,white and privileged,Female,0,0,180,u.s.,0
31031,1964-12-30,private,basic vocational,d,specialist technician,never married,white and privileged,Female,0,0,160,u.s.,1
32159,1971-12-29,private,college graduate,single,mechanic,not living with family,white and privileged,Female,0,1602,32,u.s.,1
4217,1997-12-22,unknown,entry level college,single,unknown,living with child,white and privileged,Female,0,0,140,u.s.,1
10338,1956-01-02,private,secondary,single,other,living with extende family,afro american,Female,0,0,152,u.s.,1
26970,2000-12-21,private,secondary 12,single,other,living with child,white and privileged,Female,0,0,64,u.s.,1
2770,1985-12-25,federal-gov,entry level college,d,secretarial,never married,white and privileged,Female,0,0,160,u.s.,1
12333,1999-12-22,private,10th,single,sales,living with extende family,afro american,Female,0,0,160,u.s.,1
16293,1999-12-22,private,secondary 12,single,secretarial,not living with family,white and privileged,Female,0,0,120,u.s.,1
9438,1992-12-23,private,college graduate,single,sales,not living with family,white and privileged,Female,0,1876,160,u.s.,1
2841,1972-12-28,local-gov,primary school,d,specialist technician,never married,afro american,Female,0,1726,160,u.s.,1
9855,1985-12-25,private,some post graduate,married 2,sales,has husband,white and privileged,Female,0,0,180,u.s.,0
3179,1982-12-26,self-emp-not-inc,secondary 12,single,other,not living with family,afro american,Female,0,0,160,trinadad/tobago,1
13842,1976-12-27,private,basic vocational,single,specialist technician,not living with family,white and privileged,Female,0,0,180,u.s.,1
9548,1970-12-29,federal-gov,secondary,d,other,never married,afro american,Female,0,0,160,u.s.,1
12388,1999-12-22,private,secondary,single,secretarial,living with child,white and privileged,Female,0,0,80,u.s.,1
27666,1973-12-28,private,college graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,180,u.s.,1
2309,1954-01-02,state-gov,secondary,spouse passed,secretarial,not living with family,white and privileged,Female,0,0,152,u.s.,1
1194,1998-12-22,private,entry level college,single,other,living with child,white and privileged,Female,0,0,100,u.s.,1
4485,1990-12-24,private,secondary,married not together,secretarial,never married,white and privileged,Female,0,0,160,jamaica,1
19097,1956-01-02,local-gov,advanced post graduate,spouse passed,specialist technician,never married,white and privileged,Female,0,0,160,iran,1
5778,1999-12-22,private,entry level college,single,secretarial,living with extende family,white and privileged,Female,0,0,80,u.s.,1
7191,1965-12-30,private,secondary,single,sales,not living with family,white and privileged,Female,0,0,144,u.s.,1
31587,1988-12-24,private,college graduate,married 2,specialist technician,has husband,white and privileged,Female,0,0,200,u.s.,0
5460,1992-12-23,private,secondary,single,secretarial,living with child,white and privileged,Female,0,0,160,u.s.,1
23772,1951-01-03,local-gov,entry level college,d,secretarial,not living with family,afro american,Female,0,0,80,u.s.,1
8317,2000-12-21,private,secondary,single,sales,living with child,white and privileged,Female,0,0,80,u.s.,1
6656,1986-12-25,private,entry level college,d,other,living with child,white and privileged,Female,0,0,80,u.s.,1
21639,1984-12-25,private,basic vocational,married 2,secretarial,has husband,afro american,Female,0,0,160,u.s.,1
16813,1984-12-25,private,secondary-5 through 6,divorce pending,other,never married,white and privileged,Female,0,0,160,mexico,1
30255,1960-12-31,state-gov,secondary 12,d,other,never married,white and privileged,Female,0,0,160,u.s.,1
226,1958-01-01,unknown,10th,d,unknown,not living with family,american indian,Female,0,0,40,u.s.,1
16060,1962-12-31,local-gov,college graduate,spouse passed,specialist technician,not living with family,white and privileged,Female,0,0,192,u.s.,1
24393,1994-12-23,private,college graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,152,u.s.,1
30903,1967-12-30,state-gov,college graduate,d,secretarial,not living with family,afro american,Female,0,0,148,u.s.,1
30513,2000-12-21,unknown,secondary 11,single,unknown,living with child,white and privileged,Female,0,0,40,u.s.,1
14988,1983-12-26,private,secondary,single,specialist technician,not living with family,white and privileged,Female,0,1669,180,u.s.,1
10755,1994-12-23,private,entry level college,single,other,living with child,white and privileged,Female,0,0,148,u.s.,1
28436,1975-12-28,private,entry level college,d,specialist technician,never married,white and privileged,Female,0,0,80,u.s.,1
20500,1977-12-27,self-emp-inc,college graduate,single,specialist technician,not living with family,white and privileged,Female,0,0,180,u.s.,1
4145,1981-12-26,private,college graduate,married 2,specialist technician,has husband,white and privileged,Female,0,0,200,iran,0
